Firmnav ID;Rating;AI search
NO959115621;1.0;
NO992324821;1.0;
NO998125529;1.0;
NO997959302;1.0;
SE5590144035;1.0;
NO986391258;1.0;
FI07876785;1.0;
NO911899523;1.0;
DK32076475;1.0;
NO914858488;1.0;
NO921896328;1.0;
NO984866739;1.0;
NO833533282;1.0;
