Firmnav ID;Rating;AI search
NO992351527;1.0;
FI21206454;1.0;
NO951456306;1.0;
SE5563771459;1.0;
DK31276578;1.0;
SE5565839023;1.0;
SE5562861863;1.0;
NO984145047;1.0;
NO995729784;1.0;
