Firmnav ID;Rating;AI search
FI29187331;1.0;
DK28143893;1.0;
DK76490511;1.0;
SE5567087456;1.0;
DK28101120;1.0;
SE5566966940;1.0;
DK66089215;1.0;
DK32280897;1.0;
